customer_id,customer_name,location,customer_age,tenure_months,subscription_type,monthly_spend,total_spend,contract_length,login_frequency,avg_session_duration,support_tickets,complaints,payment_failures,discount_usage,product_usage,last_active_days,customer_satisfaction,previous_upgrades,previous_downgrades,churn_probability_ground_truth,churn
C12397,Meera Deshmukh,Mumbai,40,3,Pro,5210.0,14533.86,2 Year,9,32.4,1,0,0,1,Medium,9,5.0,1,0,0.01,0
C12398,Arjun Gupta,Bengaluru,40,35,Basic,1410.0,44807.03,1 Year,14,9.6,2,1,1,0,Medium,26,2.7,0,1,0.3414,0
C12399,Kavya Mehta,Delhi NCR,46,12,Pro,3760.0,43837.69,1 Year,12,11.1,3,0,0,0,Medium,7,3.4,1,0,0.1534,0
C12400,Tanvi Kumar,Hyderabad,50,29,Basic,1420.0,38403.44,1 Year,14,5.7,5,4,0,1,Medium,11,2.1,0,0,0.595,1
C12401,Vikram Joshi,Mumbai,32,1,Pro,5780.0,5668.93,1 Year,12,24.6,5,2,0,0,Medium,2,4.9,0,0,0.2086,0
C12402,Daniel Perez,Singapore,35,6,Enterprise,23600.0,128757.47,1 Year,18,18.8,4,1,0,0,Medium,47,4.2,0,0,0.3835,0
C12403,Ananya Iyer,Chennai,36,18,Basic,1680.0,30440.33,1 Month,17,35.1,3,1,0,1,Medium,8,2.8,0,1,0.2606,0
C12404,Emma Brown,Sydney,40,13,Pro,4940.0,58768.01,2 Year,14,17.4,6,1,1,0,Medium,31,4.9,1,0,0.2318,0
C12405,Amelia Brown,London,43,7,Pro,4360.0,28884.67,1 Month,16,14.7,2,1,1,0,Medium,10,3.3,0,0,0.2658,0
C12406,Diya Chopra,Chennai,32,5,Basic,1080.0,5382.61,1 Month,12,35.1,2,1,0,0,Medium,17,3.1,0,0,0.4936,1
C12407,Sophia Brown,Sydney,52,7,Pro,4490.0,28794.23,1 Month,8,20.5,1,0,0,0,Medium,18,4.4,0,0,0.178,0
C12408,Tanvi Chatterjee,Pune,21,25,Pro,3800.0,99444.2,1 Year,14,21.3,3,2,0,1,Medium,1,2.8,0,0,0.1181,0
C12409,Sarah Jackson,Toronto,25,4,Basic,1090.0,4049.06,1 Month,17,38.7,2,2,0,0,Medium,4,2.5,0,0,0.3585,0
C12410,Arjun Bhasin,Chennai,41,17,Basic,1580.0,24319.49,1 Month,17,38.6,3,2,0,0,Medium,62,4.4,1,2,0.6483,1
C12411,Priya Chatterjee,Pune,34,10,Basic,720.0,7202.04,1 Month,16,35.9,4,2,0,1,Medium,7,4.4,0,0,0.3106,0
C12412,Aarav Nair,Mumbai,30,26,Basic,740.0,18417.12,1 Year,13,15.7,2,4,0,0,Medium,3,4.6,0,1,0.3337,0
C12413,Liam Rodriguez,Sydney,44,5,Basic,1450.0,7576.99,1 Year,19,37.5,1,2,1,0,Medium,3,3.0,2,0,0.1224,0
C12414,Diya Kulkarni,Bengaluru,43,6,Basic,1090.0,5971.64,1 Month,20,29.1,1,0,0,1,High,16,3.5,2,0,0.0589,0
C12415,Neha Deshmukh,Chennai,47,10,Basic,620.0,5910.19,1 Month,18,19.7,3,1,0,0,Medium,3,3.9,1,0,0.145,0
C12416,Evelyn Jackson,London,26,4,Enterprise,18290.0,72355.34,1 Month,25,9.0,7,4,0,0,High,1,3.7,0,0,0.5076,1
C12417,Meera Kulkarni,Mumbai,43,12,Basic,1140.0,13428.89,1 Month,19,28.3,1,0,0,0,Medium,1,3.3,0,0,0.1239,0
C12418,Kavya Agarwal,Delhi NCR,43,10,Pro,4160.0,40485.66,1 Month,14,6.5,3,1,0,1,Medium,3,4.4,2,0,0.1276,0
C12419,Isha Joshi,Mumbai,26,60,Pro,5050.0,290147.01,1 Month,12,37.6,4,1,0,1,Medium,13,4.5,0,0,0.072,0
C12420,Amelia Wilson,San Francisco,36,17,Pro,3430.0,59779.78,1 Month,7,10.4,3,1,0,1,Medium,10,2.7,0,0,0.5432,1
C12421,Aarav Reddy,Hyderabad,44,2,Basic,1200.0,2209.71,1 Year,9,19.2,6,1,0,1,Medium,61,2.8,0,0,0.8836,1
C12422,Priya Agarwal,Delhi NCR,48,12,Enterprise,17760.0,207837.99,1 Month,7,5.0,1,1,2,0,Medium,5,3.6,0,0,0.4532,0
C12423,Anushka Bhasin,Delhi NCR,34,38,Pro,4530.0,169707.16,2 Year,13,28.0,5,2,1,1,Medium,5,3.7,0,0,0.0735,0
C12424,Meera Deshmukh,Bengaluru,26,37,Pro,3110.0,118834.3,1 Month,11,31.2,2,0,0,1,Medium,6,4.1,1,0,0.1001,0
C12425,Arjun Deshmukh,Mumbai,49,59,Basic,1040.0,57823.82,1 Year,8,30.8,6,8,0,1,Medium,22,3.9,0,0,0.5902,1
C12426,Tanvi Gupta,Pune,36,41,Basic,1210.0,46686.33,1 Year,13,27.8,4,1,1,1,Medium,23,3.7,0,0,0.1851,0
C12427,Kabir Bhasin,Chennai,21,4,Pro,4930.0,20143.62,1 Year,11,52.1,2,2,1,1,Medium,10,4.4,0,0,0.2111,0
C12428,Dev Agarwal,Mumbai,33,1,Basic,1750.0,1647.68,1 Year,16,23.7,3,1,0,1,Medium,6,5.0,0,0,0.0827,0
C12429,Vikram Singh,Delhi NCR,46,18,Pro,5140.0,84015.74,1 Year,14,13.5,4,3,0,1,Medium,7,4.2,0,0,0.182,0
C12430,Priya Patel,Pune,25,22,Basic,1340.0,28841.71,2 Year,17,45.5,2,0,0,1,Medium,5,5.0,1,0,0.01,0
C12431,Kabir Verma,Chennai,37,3,Pro,5520.0,16789.45,1 Month,16,33.0,1,0,0,0,Medium,25,2.6,0,1,0.3057,0
C12432,Noah Garcia,Sydney,33,4,Enterprise,17440.0,64389.99,1 Month,13,32.7,0,0,0,0,Medium,19,3.1,2,0,0.093,0
C12433,Meera Sharma,Pune,35,60,Pro,5740.0,349326.39,1 Month,14,38.1,2,1,1,1,Medium,4,2.7,0,0,0.01,0
C12434,Sarah Taylor,Toronto,32,52,Pro,5400.0,267652.24,1 Year,9,14.4,1,0,0,0,Medium,9,3.0,0,0,0.0245,0
C12435,Michael Brown,London,40,4,Pro,4140.0,17260.08,1 Year,15,19.5,1,0,0,0,Medium,6,3.7,1,0,0.0577,0
C12436,Emma Moore,Toronto,33,6,Pro,6040.0,33089.04,2 Year,17,64.9,3,1,2,0,Medium,2,3.0,0,0,0.023,0
C12437,Aditya Chatterjee,Bengaluru,41,41,Enterprise,20060.0,779111.74,1 Year,16,3.4,1,0,0,0,Medium,2,3.6,1,0,0.01,0
C12438,Olivia Miller,London,32,11,Enterprise,26180.0,268259.44,1 Month,17,26.1,6,1,0,0,Medium,0,4.5,0,0,0.15,0
C12439,Olivia Wilson,New York,46,29,Pro,4740.0,142206.89,1 Month,13,11.2,4,0,1,0,Medium,2,5.0,0,1,0.1905,0
C12440,Aditya Deshmukh,Mumbai,36,10,Basic,1030.0,9701.42,1 Month,12,13.5,0,0,1,1,Medium,3,4.5,1,0,0.0916,0
C12441,James Martin,Singapore,25,24,Pro,3890.0,87743.92,1 Month,9,35.6,5,1,1,0,Medium,30,3.2,0,1,0.6044,1
C12442,Charlotte Brown,New York,28,10,Basic,1090.0,10962.17,1 Month,9,5.3,0,0,0,0,Medium,3,5.0,0,2,0.2244,0
C12443,Siddharth Rao,Delhi NCR,25,42,Basic,1030.0,45092.66,1 Year,13,6.2,4,4,0,1,Medium,5,4.7,0,0,0.1338,0
C12444,Kabir Singh,Hyderabad,26,8,Pro,5520.0,43653.69,1 Year,6,9.2,0,0,0,0,Medium,18,3.6,0,1,0.3141,0
C12445,Amelia Miller,London,24,14,Pro,4480.0,65309.49,1 Year,16,37.2,4,1,1,1,Medium,33,3.4,0,0,0.3267,0
C12446,Tanvi Joshi,Chennai,26,14,Enterprise,12850.0,179666.91,1 Month,14,20.5,7,5,0,1,Medium,3,4.6,0,0,0.5082,1
C12447,Kabir Singh,Mumbai,35,19,Basic,1260.0,22253.92,1 Month,12,75.3,1,0,0,0,Medium,7,3.0,0,0,0.01,0
C12448,Ava Jones,San Francisco,42,7,Basic,1240.0,8781.41,1 Month,16,24.0,2,1,0,0,Medium,5,3.9,1,0,0.1932,0
C12449,Sneha Verma,Hyderabad,23,19,Enterprise,16860.0,302550.42,1 Year,11,11.4,5,3,0,1,Medium,1,4.5,1,0,0.2047,0
C12450,Tanvi Nair,Mumbai,28,3,Basic,1280.0,3633.87,1 Year,13,12.7,2,0,1,1,Medium,2,3.7,0,0,0.2182,0
C12451,Rahul Bhasin,Mumbai,43,41,Pro,4460.0,186758.65,1 Month,8,40.2,4,1,0,1,Medium,2,3.1,1,0,0.1059,0
C12452,Meera Kumar,Bengaluru,34,3,Basic,1390.0,3914.86,1 Month,10,14.6,3,2,2,1,Medium,3,2.7,0,0,0.8111,1
C12453,Arjun Gupta,Chennai,21,34,Basic,1370.0,44250.46,1 Year,13,42.9,3,1,0,0,Medium,4,4.0,1,0,0.0728,0
C12454,Liam Davis,Sydney,36,22,Enterprise,19780.0,456082.05,1 Month,11,15.2,4,1,0,1,Medium,16,3.4,0,1,0.3689,0
C12455,Alex Perez,Singapore,39,8,Basic,810.0,5997.28,2 Year,14,24.4,5,1,0,1,Medium,7,2.9,0,0,0.2794,0
C12456,Anushka Kulkarni,Hyderabad,38,8,Basic,1840.0,14643.72,1 Month,14,52.0,2,0,0,0,Medium,9,4.8,0,0,0.0533,0
C12457,Meera Joshi,Hyderabad,56,60,Basic,730.0,42012.57,1 Month,11,24.1,4,2,1,0,Medium,10,4.2,0,0,0.1396,0
C12458,Sneha Kulkarni,Bengaluru,29,4,Enterprise,18050.0,68442.62,1 Month,14,24.4,4,2,0,1,Medium,3,3.2,0,0,0.401,0
C12459,Isha Bhasin,Bengaluru,45,24,Enterprise,14670.0,323897.24,1 Month,13,15.6,5,2,0,1,Medium,84,3.7,1,0,0.8115,1
C12460,Priya Chopra,Chennai,35,4,Basic,1320.0,5173.76,1 Month,11,15.9,2,0,0,0,Medium,8,3.2,0,0,0.4035,0
C12461,Michael Jones,Toronto,40,43,Basic,1240.0,52546.07,1 Month,15,7.9,0,0,0,1,Medium,6,3.7,0,0,0.0815,0
C12462,Neha Iyer,Mumbai,30,25,Pro,4360.0,109347.46,1 Year,13,19.3,3,0,0,1,Medium,2,3.8,0,0,0.0898,0
C12463,Rohan Joshi,Chennai,29,49,Basic,1660.0,82820.2,1 Month,16,14.3,4,2,0,0,Medium,5,3.8,0,0,0.0717,0
C12464,Priya Sharma,Hyderabad,24,39,Pro,5390.0,202202.36,1 Month,11,84.5,5,1,1,0,Medium,0,2.9,0,0,0.1267,0
C12465,Isha Verma,Bengaluru,22,15,Basic,1100.0,16183.06,2 Year,19,29.6,3,2,1,0,Medium,9,5.0,0,0,0.0556,0
C12466,Noah Perez,Singapore,42,3,Basic,1440.0,3930.24,1 Month,14,10.6,6,3,0,0,Medium,6,3.2,1,0,0.7447,1
C12467,Ava Brown,London,31,5,Pro,5750.0,27674.25,1 Month,9,15.0,0,0,0,1,Medium,25,5.0,1,0,0.1742,0
C12468,Aditya Singh,Bengaluru,58,5,Basic,1530.0,7036.41,1 Month,19,18.7,1,0,0,0,Medium,11,4.5,0,0,0.2088,0
C12469,Sarah Lee,New York,31,5,Enterprise,18020.0,81099.79,1 Month,13,33.4,3,1,0,0,Medium,2,5.0,1,0,0.1344,0
C12470,Lucas Wilson,Sydney,42,12,Basic,720.0,7853.43,1 Month,15,27.9,2,2,0,1,Medium,0,2.9,0,0,0.2776,0
C12471,Amelia Johnson,Sydney,36,37,Basic,1300.0,43468.3,1 Month,15,14.0,3,3,1,0,Medium,8,4.6,1,0,0.2282,0
C12472,Vikram Rao,Bengaluru,21,1,Enterprise,20840.0,19982.27,1 Year,13,12.3,5,2,0,1,Medium,24,4.1,0,0,0.433,0
C12473,Rahul Deshmukh,Pune,23,5,Basic,970.0,4644.61,1 Year,15,30.0,5,2,2,0,Medium,10,4.7,1,0,0.4605,1
C12474,Lucas Miller,New York,22,17,Pro,4520.0,71449.52,1 Month,12,12.2,2,0,0,0,Medium,6,4.0,0,0,0.2011,0
C12475,Priya Joshi,Mumbai,49,37,Basic,1180.0,42340.56,1 Month,8,60.1,1,0,1,1,Medium,17,3.7,1,0,0.1359,0
C12476,Anushka Singh,Bengaluru,47,7,Pro,5610.0,35811.44,1 Year,22,33.4,2,0,2,0,High,35,3.6,1,0,0.2115,0
C12477,Ananya Agarwal,Mumbai,53,9,Pro,5980.0,50794.04,1 Month,15,15.6,2,1,2,1,Medium,3,5.0,0,0,0.2221,0
C12478,Meera Reddy,Hyderabad,21,9,Basic,1550.0,12650.09,1 Month,16,36.4,1,1,2,0,Medium,23,2.8,0,0,0.468,1
C12479,Priya Joshi,Mumbai,23,7,Pro,4430.0,27940.18,1 Year,9,16.7,3,2,0,0,Medium,10,3.9,0,0,0.2966,0
C12480,Harper Martinez,Singapore,41,22,Pro,5420.0,117815.72,1 Year,11,13.6,2,1,0,1,Medium,12,5.0,1,0,0.0629,0
C12481,Harper Lee,London,29,20,Basic,1390.0,28011.08,1 Year,10,33.3,2,1,0,0,Medium,0,3.3,0,1,0.1609,0
C12482,Vikram Bhasin,Chennai,42,34,Pro,4440.0,141719.63,1 Month,10,31.9,4,2,0,1,Medium,15,4.0,2,0,0.0717,0
C12483,Siddharth Joshi,Pune,31,45,Pro,6170.0,278736.03,1 Year,11,28.7,3,2,0,0,Medium,1,5.0,0,0,0.0545,0
C12484,Neha Reddy,Hyderabad,31,42,Basic,980.0,40920.39,1 Month,9,35.0,1,1,0,0,Medium,38,4.3,1,2,0.1931,0
C12485,Kabir Nair,Hyderabad,21,14,Basic,1380.0,19635.42,1 Month,15,46.0,3,0,0,1,Medium,7,2.7,0,0,0.0999,0
C12486,Isha Iyer,Delhi NCR,30,4,Basic,1450.0,5398.72,1 Month,10,6.3,2,0,0,0,Medium,6,4.0,0,0,0.3497,0
C12487,Tanvi Sharma,Mumbai,39,5,Basic,1110.0,5395.28,1 Month,7,14.6,2,0,2,0,Medium,2,3.8,0,0,0.5333,1
C12488,Neha Deshmukh,Delhi NCR,27,17,Pro,4950.0,78396.92,1 Year,15,11.3,1,1,1,0,Medium,18,2.9,0,1,0.3202,0
C12489,Lucas Martin,London,36,46,Pro,5260.0,249363.72,1 Month,13,36.7,4,2,0,0,Medium,12,4.3,0,0,0.1735,0
C12490,Daniel Lee,Sydney,26,14,Enterprise,19360.0,270177.67,1 Year,12,73.7,2,0,0,0,Medium,3,3.2,0,1,0.0411,0
C12491,Priya Agarwal,Mumbai,29,50,Basic,1340.0,61156.86,1 Month,15,47.1,2,2,0,0,Medium,20,5.0,0,1,0.1254,0
C12492,Olivia Perez,Sydney,29,6,Basic,1230.0,7047.0,1 Month,19,7.9,1,0,0,0,Medium,2,4.4,0,0,0.1303,0
C12493,Lucas Wilson,San Francisco,40,2,Pro,5140.0,9311.14,1 Year,15,10.1,1,0,1,1,Medium,13,3.8,0,0,0.1832,0
C12494,David Lee,Singapore,43,29,Pro,4320.0,131257.9,1 Month,14,21.9,2,1,2,0,Medium,8,4.6,0,1,0.1657,0
C12495,Karan Chatterjee,Bengaluru,52,39,Pro,4250.0,169644.68,1 Year,17,52.6,3,1,0,1,Medium,9,5.0,1,0,0.0365,0
C12496,Lucas Jackson,Sydney,43,11,Basic,1210.0,12683.65,1 Month,18,84.7,3,0,0,0,Medium,3,4.9,0,1,0.0693,0
C12497,Siddharth Patel,Delhi NCR,39,2,Basic,1560.0,2987.86,1 Month,17,19.3,7,4,0,0,Medium,1,4.2,0,0,0.7173,1
C12498,Diya Rao,Delhi NCR,51,1,Basic,680.0,649.69,1 Month,10,15.3,1,1,1,0,Medium,16,3.1,0,0,0.6308,1
C12499,Sophia Miller,Sydney,38,2,Enterprise,15320.0,30598.04,1 Month,11,21.9,4,1,0,1,Medium,6,3.9,0,0,0.3542,0
C12500,Aarav Mehta,Hyderabad,41,11,Basic,1880.0,19691.98,1 Year,12,24.7,2,0,0,1,Medium,14,3.9,0,0,0.1583,0
C12501,Tanvi Verma,Chennai,44,5,Enterprise,19460.0,90669.88,1 Month,13,31.1,3,1,0,0,Medium,3,3.2,0,0,0.2648,0
C12502,Noah Miller,London,37,12,Pro,4170.0,47047.74,1 Month,14,18.9,5,2,0,0,Medium,33,3.3,0,1,0.7516,1
C12503,Karan Patel,Chennai,35,13,Basic,1440.0,19082.04,2 Year,22,25.7,5,1,0,1,High,0,3.7,0,0,0.1311,0
C12504,Rohan Rao,Pune,34,12,Pro,3870.0,42512.86,1 Month,10,18.1,2,0,0,0,Medium,2,3.6,0,0,0.1692,0
C12505,Neha Sharma,Pune,30,18,Pro,2820.0,48958.73,1 Month,20,29.2,2,0,0,0,High,25,5.0,0,0,0.0827,0
C12506,Vikram Rao,Bengaluru,31,21,Enterprise,19740.0,397696.25,1 Year,21,30.4,2,0,0,1,High,4,3.3,1,0,0.01,0
C12507,Ananya Joshi,Hyderabad,45,10,Basic,980.0,9638.72,1 Year,12,3.3,0,0,0,1,Medium,46,3.0,0,0,0.3958,0
C12508,Rohan Bhasin,Mumbai,26,8,Basic,1230.0,8945.56,1 Month,9,37.8,2,1,0,0,Medium,21,5.0,0,0,0.2791,0
C12509,James Jackson,Toronto,37,9,Basic,1300.0,10588.88,1 Month,14,36.2,3,0,0,0,Medium,8,5.0,0,0,0.1536,0
C12510,Vikram Sharma,Hyderabad,35,2,Basic,1240.0,2490.4,1 Month,10,27.4,1,0,0,1,Medium,8,4.1,0,0,0.1893,0
C12511,Anushka Gupta,Mumbai,23,7,Pro,3130.0,21438.27,1 Month,15,31.1,6,2,0,0,Medium,11,4.4,0,0,0.4277,0
C12512,Ava Anderson,Toronto,43,5,Enterprise,18590.0,85345.59,1 Month,17,33.6,4,0,0,0,Medium,9,3.7,0,0,0.1836,0
C12513,Tanvi Gupta,Mumbai,23,7,Basic,1330.0,8916.81,1 Month,14,59.1,0,0,0,0,Medium,39,3.7,1,0,0.2438,0
C12514,Kabir Bhasin,Chennai,29,23,Pro,3380.0,76075.88,1 Year,12,17.3,3,1,0,0,Medium,6,3.9,0,1,0.174,0
C12515,Diya Chopra,Pune,35,60,Pro,3280.0,187547.24,1 Month,20,9.5,2,1,1,1,High,17,4.8,0,0,0.0498,0
C12516,Tanvi Joshi,Bengaluru,49,47,Basic,880.0,37931.01,1 Year,19,36.6,2,0,0,0,Medium,2,3.2,0,0,0.0142,0
C12517,Arjun Verma,Hyderabad,40,32,Basic,1420.0,41921.77,1 Year,11,10.1,2,0,0,1,Medium,5,4.2,0,0,0.096,0
C12518,David Perez,Sydney,38,25,Pro,2900.0,67918.07,1 Month,19,38.8,8,4,0,0,Medium,21,4.1,1,0,0.4304,0
C12519,Arjun Joshi,Hyderabad,48,53,Enterprise,21400.0,1020988.14,1 Year,15,12.1,2,1,1,0,Medium,11,4.1,0,0,0.062,0
C12520,Ethan Thompson,Sydney,33,26,Pro,4810.0,126223.99,1 Year,12,65.9,2,0,0,0,Medium,3,4.3,0,0,0.01,0
C12521,Aarav Bhasin,Bengaluru,53,12,Basic,1120.0,13480.14,1 Month,14,49.9,2,1,2,1,Medium,12,2.3,0,0,0.4463,0
C12522,Sarah Thompson,Singapore,40,17,Basic,760.0,13335.78,1 Month,20,15.6,4,3,0,0,High,1,3.7,0,0,0.3503,0
C12523,Meera Sharma,Bengaluru,37,7,Basic,960.0,6163.36,1 Month,13,40.9,2,0,1,0,Medium,15,3.9,0,0,0.1434,0
C12524,Arjun Sharma,Pune,21,1,Pro,5130.0,5090.75,1 Month,12,6.4,3,0,1,0,Medium,0,4.4,0,0,0.2718,0
C12525,Meera Chopra,Pune,44,8,Pro,5510.0,44445.75,1 Year,16,22.6,1,1,0,0,Medium,18,4.0,2,0,0.0597,0
C12526,Daniel Rodriguez,Singapore,40,10,Basic,890.0,8820.55,1 Year,17,15.8,0,0,3,0,Medium,1,3.8,0,0,0.1355,0
C12527,Siddharth Chatterjee,Mumbai,33,24,Pro,5410.0,123784.68,1 Year,12,40.5,5,3,1,0,Medium,3,1.0,0,0,0.67,1
C12528,Ethan Rodriguez,Singapore,31,36,Pro,5050.0,172512.44,1 Month,11,22.6,1,1,4,0,Medium,8,3.1,0,0,0.3986,0
C12529,Sarah Wilson,Singapore,54,60,Pro,4490.0,248050.92,1 Month,13,24.9,1,0,0,0,Medium,13,3.2,0,1,0.0952,0
C12530,Isha Patel,Delhi NCR,28,8,Enterprise,15920.0,133182.0,1 Year,14,24.8,6,2,0,0,Medium,10,5.0,2,0,0.1015,0
C12531,Liam Thomas,New York,39,57,Basic,1030.0,53816.43,1 Year,8,21.4,3,0,0,0,Medium,14,1.8,0,1,0.2071,0
C12532,Daniel Smith,Toronto,36,29,Enterprise,24880.0,723228.9,1 Year,15,30.0,2,0,0,0,Medium,6,3.7,0,0,0.0608,0
C12533,Sarah Brown,Sydney,42,1,Basic,1250.0,1291.02,1 Month,13,24.3,0,0,1,1,Medium,16,3.1,0,0,0.3981,0
C12534,Tanvi Iyer,Pune,21,17,Basic,1600.0,28152.68,1 Month,15,22.8,4,3,0,1,Medium,1,4.0,1,1,0.3287,0
C12535,Sophia Johnson,San Francisco,42,9,Enterprise,19350.0,180881.85,1 Month,11,41.6,1,0,0,1,Medium,16,4.6,0,1,0.0829,0
C12536,Kabir Patel,Delhi NCR,50,1,Enterprise,16920.0,16902.58,1 Month,16,24.7,4,2,0,0,Medium,8,2.9,0,1,0.595,1
C12537,Mia Lee,San Francisco,21,14,Pro,4970.0,63983.71,1 Month,16,10.4,1,1,0,1,Medium,15,3.3,0,0,0.1827,0
C12538,Tanvi Sharma,Pune,27,16,Pro,6230.0,97486.63,2 Year,22,20.5,1,0,0,1,High,11,3.3,0,0,0.0712,0
C12539,Kabir Nair,Hyderabad,41,6,Pro,3980.0,23062.25,2 Year,17,15.5,1,0,0,1,Medium,2,2.3,0,0,0.0207,0
C12540,Rahul Nair,Mumbai,34,51,Pro,5230.0,266931.74,1 Month,15,19.2,6,0,0,0,Medium,6,4.1,1,0,0.0779,0
C12541,Alex Johnson,Singapore,42,17,Basic,1260.0,20751.28,2 Year,15,26.2,3,0,0,0,Medium,1,4.1,0,0,0.0573,0
C12542,Diya Chopra,Delhi NCR,42,4,Pro,3340.0,13671.64,1 Month,10,7.7,2,1,1,0,Medium,7,3.9,0,0,0.5287,1
C12543,Daniel Thompson,New York,38,23,Pro,3320.0,73443.31,1 Year,17,42.2,6,2,0,1,Medium,9,2.6,0,0,0.2766,0
C12544,Vikram Kumar,Chennai,51,13,Pro,4140.0,54523.15,1 Month,14,11.9,3,1,0,0,Medium,17,2.8,0,0,0.4082,0
C12545,Ethan Anderson,London,42,12,Basic,1300.0,16266.48,1 Year,14,12.8,3,0,0,0,Medium,87,2.3,0,0,0.8369,1
C12546,Aarav Kumar,Pune,24,33,Pro,5200.0,173150.21,1 Month,13,14.2,2,1,0,0,Medium,0,3.7,1,0,0.1362,0
C12547,Aditya Kumar,Hyderabad,42,3,Enterprise,13000.0,39562.65,1 Year,21,14.4,4,5,0,0,High,14,2.5,0,0,0.585,1
C12548,Arjun Bhasin,Hyderabad,35,13,Pro,5020.0,65693.02,1 Year,14,9.4,1,0,0,1,Medium,0,2.5,1,0,0.1107,0
C12549,Vikram Agarwal,Mumbai,40,28,Enterprise,18090.0,519727.61,1 Month,13,43.5,3,0,0,1,Medium,4,2.9,0,0,0.01,0
C12550,Evelyn Wilson,Sydney,46,20,Basic,1200.0,22650.17,1 Year,15,12.7,1,0,0,0,Medium,13,4.8,0,0,0.0984,0
C12551,Rahul Rao,Bengaluru,50,1,Pro,4970.0,5212.61,1 Year,14,3.1,6,3,2,0,Medium,4,4.7,1,1,0.6989,1
C12552,Emma Taylor,Singapore,36,28,Pro,5900.0,168400.66,1 Year,10,27.6,2,1,0,0,Medium,20,3.3,0,0,0.0491,0
C12553,Isha Verma,Pune,43,53,Pro,4740.0,254658.28,1 Year,14,23.7,4,3,0,0,Medium,10,5.0,0,0,0.074,0
C12554,Mia Perez,Singapore,26,22,Pro,3410.0,68525.29,1 Month,15,9.4,6,4,0,0,Medium,25,4.6,0,0,0.5651,1
C12555,Diya Joshi,Mumbai,31,38,Pro,4350.0,157029.56,1 Month,15,23.1,4,2,0,0,Medium,12,4.2,1,1,0.1105,0
C12556,Aarav Bhasin,Mumbai,30,9,Enterprise,21480.0,181336.56,1 Year,17,19.8,7,0,0,1,Medium,5,1.7,0,0,0.3901,0
C12557,Daniel Williams,Sydney,45,8,Pro,5210.0,38211.81,1 Year,12,10.0,2,3,0,0,Medium,10,5.0,0,1,0.3081,0
C12558,Kabir Kulkarni,Hyderabad,51,7,Basic,1400.0,10163.56,1 Month,13,9.0,1,1,1,1,Medium,3,3.7,1,0,0.2785,0
C12559,Noah Miller,San Francisco,64,24,Pro,4090.0,97326.89,1 Month,10,11.8,2,1,0,0,Medium,27,4.6,0,0,0.2387,0
C12560,Neha Singh,Chennai,43,52,Basic,790.0,42498.97,1 Month,22,37.9,2,0,1,1,High,1,3.4,2,0,0.0269,0
C12561,Karan Bhasin,Hyderabad,46,39,Basic,1380.0,52735.85,1 Month,16,23.4,2,0,0,0,Medium,9,4.5,1,1,0.0992,0
C12562,Sneha Deshmukh,Delhi NCR,21,3,Enterprise,14250.0,44315.17,1 Month,14,9.0,2,0,0,0,Medium,10,3.2,0,0,0.2561,0
C12563,Emma Thomas,Toronto,21,18,Basic,1410.0,26367.7,1 Month,10,19.3,2,2,1,0,Medium,7,4.6,0,1,0.4601,1
C12564,Diya Nair,Hyderabad,28,60,Pro,5050.0,302352.96,1 Year,16,20.1,1,0,1,0,Medium,8,2.2,0,1,0.0534,0
C12565,Diya Deshmukh,Chennai,24,7,Basic,1060.0,7235.6,1 Year,13,35.3,4,1,1,1,Medium,20,3.1,1,0,0.468,1
C12566,Sneha Nair,Chennai,40,19,Basic,1170.0,20746.03,1 Year,6,23.6,2,1,1,0,Medium,0,3.2,1,0,0.1506,0
C12567,Anushka Joshi,Bengaluru,51,43,Pro,4660.0,207816.9,1 Month,13,12.6,4,1,0,0,Medium,9,3.5,0,0,0.1194,0
C12568,Rohan Patel,Bengaluru,36,42,Basic,1020.0,43566.22,1 Month,8,30.3,3,1,0,0,Medium,8,4.5,0,0,0.0873,0
C12569,David Rodriguez,Sydney,30,7,Pro,3390.0,22551.23,1 Year,18,15.0,3,2,0,0,Medium,1,3.4,0,0,0.1355,0
C12570,Daniel Jackson,Sydney,38,2,Basic,1190.0,2380.24,2 Year,16,37.5,0,0,0,0,Medium,9,3.5,0,0,0.106,0
C12571,Sneha Bhasin,Chennai,29,19,Basic,1220.0,22986.8,1 Month,17,17.0,2,1,2,1,Medium,0,4.6,0,0,0.1912,0
C12572,Benjamin Williams,Sydney,31,53,Basic,1610.0,78173.99,1 Year,19,8.1,4,1,0,0,Medium,31,3.5,0,0,0.1276,0
C12573,Ava Martin,Toronto,34,13,Basic,970.0,13110.22,1 Month,10,21.0,2,4,0,1,Medium,3,2.9,0,0,0.5625,1
C12574,Alex Smith,Toronto,39,12,Pro,5350.0,57837.07,1 Year,14,28.5,1,1,0,0,Medium,3,4.5,1,1,0.0788,0
C12575,Noah Wilson,Toronto,21,36,Basic,860.0,31709.85,1 Month,21,8.5,0,0,0,1,High,3,3.0,0,0,0.0385,0
C12576,Dev Joshi,Pune,21,10,Pro,3420.0,33403.63,1 Month,11,21.1,3,1,0,0,Medium,0,3.0,0,0,0.3376,0
C12577,Diya Chatterjee,Chennai,28,21,Enterprise,17450.0,375193.73,1 Month,21,14.4,2,1,0,0,High,22,3.7,0,0,0.192,0
C12578,Lucas Jackson,Toronto,40,9,Pro,3750.0,33188.13,1 Month,12,6.4,4,2,1,1,Medium,54,4.4,1,0,0.8494,1
